Title,movieId,bag_of_words
Heavenly Creatures,247,melanielynskey katewinslet sarahpeirse dianakent peterjackson C r i m e   D r a m a
Houseguest,248,sinbad philhartman kimgreist kimmurphy randallmiller C o m e d y
Immortal Beloved,249,garyoldman jeroenkrabbé isabellarossellini johannatersteege bernardrose D r a m a   R o m a n c e
Heavyweights,250,sebastianbezzel michaela.grimm simonschwarz antoinemonotjr. marcush.rosenmüller C h i l d r e n   C o m e d y
Heavyweights,250,sebastianbezzel michaela.grimm simonschwarz antoinemonotjr. marcush.rosenmüller C h i l d r e n   C o m e d y
Heavyweights,114353,sebastianbezzel michaela.grimm simonschwarz antoinemonotjr. marcush.rosenmüller C o m e d y
Heavyweights,114353,sebastianbezzel michaela.grimm simonschwarz antoinemonotjr. marcush.rosenmüller C o m e d y
I.Q.,252,timrobbins megryan waltermatthau loujacobi fredschepisi C o m e d y   R o m a n c e
Interview with the Vampire: The Vampire Chronicles,253,bradpitt christianslater virginiamccollam johnmcconnell neiljordan D r a m a   H o r r o r
Jefferson in Paris,254,nicknolte gwynethpaltrow estelleeonnet thandienewton jamesivory D r a m a
Junior,256,arnoldschwarzenegger dannydevito emmathompson franklangella ivanreitman C o m e d y   S c i - F i
Junior,256,arnoldschwarzenegger dannydevito emmathompson franklangella ivanreitman C o m e d y   S c i - F i
Junior,170255,arnoldschwarzenegger dannydevito emmathompson franklangella ivanreitman D o c u m e n t a r y
Junior,170255,arnoldschwarzenegger dannydevito emmathompson franklangella ivanreitman D o c u m e n t a r y
Just Cause,257,seanconnery laurencefishburne katecapshaw blairunderwood arneglimcher M y s t e r y   T h r i l l e r
Kiss of Death,259,davidcaruso samuell.jackson nicolascage helenhunt barbetschroeder C r i m e   D r a m a   T h r i l l e r
Little Women,261,winonaryder gabrielbyrne trinialvarado samanthamathis gillianarmstrong D r a m a
Ladybird Ladybird,263,crissyrock vladimirvega sandielavelle mauriciovenegas kenloach D r a m a
Like Water for Chocolate,265,marcoleonardi lumicavazos reginatorné marioivánmartínez alfonsoarau D r a m a   F a n t a s y   R o m a n c e
Legends of the Fall,266,bradpitt anthonyhopkins aidanquinn juliaormond edwardzwick D r a m a   R o m a n c e   W a r   W e s t e r n
Major Payne,267,damonwayans michaelironside bambambigelow josephblaire nickcastle C o m e d y
Little Odessa,268,timroth edwardfurlong moirakelly vanessaredgrave jamesgray C r i m e   D r a m a
Love Affair,270,warrenbeatty annettebening katharinehepburn garryshandling glenngordoncaron D r a m a   R o m a n c e
Losing Isaiah,271,jessicalange halleberry davidstrathairn cubagoodingjr. stephengyllenhaal D r a m a
Mary Shelley's Frankenstein,273,robertdeniro kennethbranagh tomhulce helenabonhamcarter kennethbranagh D r a m a   H o r r o r   S c i - F i
Man of the House,274,tommyleejones cedrictheentertainer christinamilian paulagarcés stephenherek C o m e d y
Man of the House,274,tommyleejones cedrictheentertainer christinamilian paulagarcés stephenherek C o m e d y
Man of the House,31867,tommyleejones cedrictheentertainer christinamilian paulagarcés stephenherek A c t i o n   C o m e d y
Man of the House,31867,tommyleejones cedrictheentertainer christinamilian paulagarcés stephenherek A c t i o n   C o m e d y
Mixed Nuts,275,stevemartin madelinekahn robertklein anthonylapaglia noraephron C o m e d y
Milk Money,276,melaniegriffith edharris michaelpatrickcarter malcolmmcdowell richardbenjamin C o m e d y   R o m a n c e
Miracle on 34th Street,277,maureeno'hara johnpayne edmundgwenn genelockhart georgeseaton D r a m a
Miami Rhapsody,278,sarahjessicaparker gilbellows antoniobanderas miafarrow davidfrankel C o m e d y
Murder in the First,280,christianslater kevinbacon garyoldman embethdavidtz marcrocco D r a m a   T h r i l l e r
Nobody's Fool,281,paulnewman jessicatandy brucewillis melaniegriffith robertbenton C o m e d y   D r a m a   R o m a n c e
Nell,282,jodiefoster liamneeson natasharichardson richardlibertini michaelapted D r a m a
New Jersey Drive,283,shar-roncorley gabrielcasseus saulstein gwenmcgee nickgomez C r i m e   D r a m a
New York Cop,284,tôrunakamura chadmcqueen mirasorvino conanlee tôrumurakawa A c t i o n   C r i m e
Beyond Bedlam,285,craigfairbrass elizabethhurley keithallen anitadobson vadimjean D r a m a   H o r r o r
Nemesis 2: Nebula,286,sueprice chadstahelski tinacote earlwhite albertpyun A c t i o n   S c i - F i   T h r i l l e r
Nina Takes a Lover,287,laurasangiacomo paulrhys michaelo'keefe cristiconaway alanjacobs C o m e d y   R o m a n c e
Natural Born Killers,288,woodyharrelson juliettelewis tomsizemore rodneydangerfield oliverstone A c t i o n   C r i m e   T h r i l l e r
Only You,289,marisatomei robertdowneyjr. bonniehunt joaquimdealmeida normanjewison C o m e d y   R o m a n c e
Once Were Warriors,290,renaowen temueramorrison mamaengaroakerr-bell julianarahanga leetamahori C r i m e   D r a m a
Poison Ivy II,291,alyssamilano johnathonschaech xanderberkeley belindabauer annegoursaud D r a m a   T h r i l l e r
Outbreak,292,dustinhoffman renerusso morganfreeman kevinspacey wolfgangpetersen A c t i o n   D r a m a   S c i - F i   T h r i l l e r
Léon: The Professional,293,jeanreno garyoldman natalieportman dannyaiello lucbesson A c t i o n   C r i m e   D r a m a   T h r i l l e r
Pulp Fiction,296,timroth amandaplummer lauralovelace johntravolta quentintarantino C o m e d y   C r i m e   D r a m a   T h r i l l e r
Panther,297,kadeemhardison bokeemwoodbine joedonbaker courtneyb.vance mariovanpeebles D r a m a
Pushing Hands,298,sihunglung laiwang bozhaowang debsnyder anglee D r a m a
Priest,299,paulbettany karlurban camgigandet maggieq scottstewart D r a m a
Priest,299,paulbettany karlurban camgigandet maggieq scottstewart D r a m a
Priest,86835,paulbettany karlurban camgigandet maggieq scottstewart A c t i o n   H o r r o r   S c i - F i   T h r i l l e r
Priest,86835,paulbettany karlurban camgigandet maggieq scottstewart A c t i o n   H o r r o r   S c i - F i   T h r i l l e r
Quiz Show,300,johnturturro robmorrow ralphfiennes paulscofield robertredford D r a m a
Picture Bride,301,yûkikudô cary-hiroyukitagawa tamlyntomita akiratakayama kayohatta D r a m a   R o m a n c e
Queen Margot,302,isabelleadjani danielauteuil jean-huguesanglade vincentperez patricechéreau D r a m a   R o m a n c e
Roommates,304,peterfalk d.b.sweeney juliannemoore ellenburstyn peteryates C o m e d y   D r a m a
Ready to Wear,305,marcellomastroianni sophialoren jean-pierrecassel kimbasinger robertaltman C o m e d y
Three Colors: Red,306,irènejacob jean-louistrintignant frédériquefeder jean-pierrelorit krzysztofkieslowski D r a m a
Three Colors: Blue,307,juliettebinoche benoîtrégent florencepernel charlottevéry krzysztofkieslowski D r a m a
Three Colors: White,308,zbigniewzamachowski juliedelpy januszgajos jerzystuhr krzysztofkieslowski C o m e d y   D r a m a
"Red Firecracker, Green Firecracker",309,jingning gangwu xiaoruizhao yanggao pinghe D r a m a
Rent-a-Kid,310,leslienielsen christopherlloyd mattmccoy sherrymiller fredgerber C o m e d y
Relative Fear,311,darlannefluegel martinneufeld jamesbrolin denisecrosby georgemihalka H o r r o r   T h r i l l e r
Stuart Saves His Family,312,alfranken laurasangiacomo vincentd'onofrio shirleyknight haroldramis C o m e d y
Stargate,316,kurtrussell jamesspader jayedavidson vivecalindfors rolandemmerich A c t i o n   A d v e n t u r e   S c i - F i
Shallow Grave,319,kerryfox christophereccleston ewanmcgregor kenstott dannyboyle C o m e d y   D r a m a   T h r i l l e r
Suture,320,"dennishaysbert melharris sabshimono dinamerrill scottmcgehee,davidsiegel F i l m - N o i r   T h r i l l e r"
Strawberry and Chocolate,321,"jorgeperugorría vladimircruz mirtaibarra franciscogattorno tomásgutiérrezalea,juancarlostabío D r a m a"
Swimming with Sharks,322,kevinspacey frankwhaley michelleforbes beniciodeltoro georgehuang C o m e d y   D r a m a
To Live,326,youge ligong benniu wujiang yimouzhang D r a m a
Tank Girl,327,loripetty ice-t naomiwatts donharvey racheltalalay A c t i o n   C o m e d y   S c i - F i
Star Trek: Generations,329,patrickstewart jonathanfrakes brentspiner levarburton davidcarson A d v e n t u r e   D r a m a   S c i - F i
Tales from the Hood,330,clarencewilliamsiii joetorry de'aundrebonds samuelmonroejr. rustycundieff A c t i o n   C r i m e   H o r r o r
Village of the Damned,332,christopherreeve kirstiealley lindakozlowski michaelparé johncarpenter H o r r o r   S c i - F i
Tommy Boy,333,chrisfarley davidspade briandennehy boderek petersegal C o m e d y
Vanya on 42nd Street,334,phoebebrand lynncohen georgegaynes jerrymayer louismalle D r a m a
Underneath,335,mikhailchernyavsky justincrose maverickgolden jamie-lynnhazzard jessicavazquez M y s t e r y   T h r i l l e r
What's Eating Gilbert Grape,337,johnnydepp leonardodicaprio juliettelewis marysteenburgen lassehallström D r a m a
Virtuosity,338,denzelwashington kellylynch russellcrowe stephenspinella brettleonard A c t i o n   S c i - F i   T h r i l l e r
While You Were Sleeping,339,sandrabullock billpullman petergallagher peterboyle jonturteltaub C o m e d y   R o m a n c e
Double Happiness,341,sandraoh stephenchang alannahong donaldfong minashum D r a m a
Muriel's Wedding,342,sophielee rozhammond tonicollette belindajarrett p.j.hogan C o m e d y
Ace Ventura: Pet Detective,344,jimcarrey courteneycox seanyoung toneloc tomshadyac C o m e d y
Backbeat,346,sheryllee stephendorff ianhart garybakewell iainsoftley D r a m a   M u s i c a l
Bitter Moon,347,petercoyote emmanuelleseigner hughgrant kristinscottthomas romanpolanski D r a m a   F i l m - N o i r   R o m a n c e
Bullets Over Broadway,348,johncusack diannewiest jennifertilly chazzpalminteri woodyallen C o m e d y
Clear and Present Danger,349,harrisonford willemdafoe annearcher joaquimdealmeida phillipnoyce A c t i o n   C r i m e   D r a m a   T h r i l l e r
"Corrina, Corrina",351,noreenhennessey lucywebb ericayohn tinamajorino jessienelson C o m e d y   D r a m a   R o m a n c e
Crooklyn,352,alfrewoodard delroylindo davidpatrickkelly zeldaharris spikelee C o m e d y   D r a m a
Cobb,354,tommyleejones robertwuhl lolitadavidovich nedbellamy ronshelton D r a m a
Forrest Gump,356,tomhanks rebeccawilliams sallyfield michaelconnerhumphreys robertzemeckis C o m e d y   D r a m a   R o m a n c e   W a r
Four Weddings and a Funeral,357,hughgrant jamesfleet simoncallow johnhannah mikenewell C o m e d y   R o m a n c e
Higher Learning,358,omarepps kristyswanson michaelrapaport jenniferconnelly johnsingleton D r a m a
I Like It Like That,359,lunalaurenvelez jonseda tomasmelly desireecasado darnellmartin C o m e d y   D r a m a   R o m a n c e
I Love Trouble,360,nicknolte juliaroberts saulrubinek jamesrebhorn charlesshyer A c t i o n   C o m e d y
It Could Happen to You,361,nicolascage bridgetfonda rosieperez wendellpierce andrewbergman C o m e d y   D r a m a   R o m a n c e
Little Buddha,365,keanureeves ruochengying chrisisaak alexwiesendanger bernardobertolucci D r a m a
Maverick,368,melgibson jodiefoster jamesgarner grahamgreene richarddonner A d v e n t u r e   C o m e d y   W e s t e r n
Mrs. Parker and the Vicious Circle,369,jenniferjasonleigh campbellscott matthewbroderick petergallagher alanrudolph D r a m a
Naked Gun 33 1/3: The Final Insult,370,leslienielsen priscillapresley georgekennedy o.j.simpson petersegal A c t i o n   C o m e d y
Reality Bites,372,winonaryder ethanhawke janeanegarofalo stevezahn benstiller C o m e d y   D r a m a   R o m a n c e
Red Rock West,373,nicolascage craigreay vancejohnson robertapel johndahl T h r i l l e r
Safe Passage,375,susansarandon nickstahl samshepard marciagayharden robertallanackerman D r a m a
Speed,377,keanureeves dennishopper sandrabullock joemorton jandebont A c t i o n   R o m a n c e   T h r i l l e r
Speed,377,keanureeves dennishopper sandrabullock joemorton jandebont A c t i o n   R o m a n c e   T h r i l l e r
Timecop,379,jean-claudevandamme miasara ronsilver brucemcgill peterhyams A c t i o n   S c i - F i   T h r i l l e r
True Lies,380,arnoldschwarzenegger jamieleecurtis tomarnold billpaxton jamescameron A c t i o n   A d v e n t u r e   C o m e d y   R o m a n c e   T h r i l l e r
When a Man Loves a Woman,381,andygarcia megryan ellenburstyn tinamajorino luismandoki D r a m a   R o m a n c e
Wolf,382,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols D r a m a   H o r r o r   R o m a n c e   T h r i l l e r
Wolf,382,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols D r a m a   H o r r o r   R o m a n c e   T h r i l l e r
Wolf,382,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols D r a m a   H o r r o r   R o m a n c e   T h r i l l e r
Wolf,110173,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols C r i m e   D r a m a   T h r i l l e r
Wolf,110173,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols C r i m e   D r a m a   T h r i l l e r
Wolf,110173,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols C r i m e   D r a m a   T h r i l l e r
Wolf,148078,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols A c t i o n   A d v e n t u r e   D r a m a
Wolf,148078,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols A c t i o n   A d v e n t u r e   D r a m a
Wolf,148078,jacknicholson michellepfeiffer jamesspader katenelligan mikenichols A c t i o n   A d v e n t u r e   D r a m a
Wyatt Earp,383,kevincostner dennisquaid genehackman davidandrews lawrencekasdan W e s t e r n
Bad Company,384,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher A c t i o n   C r i m e   D r a m a
Bad Company,384,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher A c t i o n   C r i m e   D r a m a
Bad Company,384,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher A c t i o n   C r i m e   D r a m a
Bad Company,5414,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher A c t i o n   C o m e d y   C r i m e
Bad Company,5414,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher A c t i o n   C o m e d y   C r i m e
Bad Company,5414,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher A c t i o n   C o m e d y   C r i m e
Bad Company,187431,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher D r a m a   R o m a n c e
Bad Company,187431,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher D r a m a   R o m a n c e
Bad Company,187431,anthonyhopkins chrisrock peterstormare gabrielmacht joelschumacher D r a m a   R o m a n c e
S.F.W.,386,stephendorff reesewitherspoon jakebusey joeylaurenadams jeferylevy D r a m a
Jason's Lyric,391,allenpayne jadapinkettsmith bokeemwoodbine anthony'treach'criss dougmchenry C r i m e   D r a m a
Street Fighter,393,jean-claudevandamme rauljulia ming-nawen damianchapa stevene.desouza A c t i o n   A d v e n t u r e   F a n t a s y
Coldblooded,394,jasonpriestley kimberlywilliams-paisley peterriegert robertloggia wallacewolodarsky C o m e d y
Coldblooded,394,jasonpriestley kimberlywilliams-paisley peterriegert robertloggia wallacewolodarsky C o m e d y
Coldblooded,141720,jasonpriestley kimberlywilliams-paisley peterriegert robertloggia wallacewolodarsky A c t i o n   A d v e n t u r e   D r a m a   R o m a n c e
Coldblooded,141720,jasonpriestley kimberlywilliams-paisley peterriegert robertloggia wallacewolodarsky A c t i o n   A d v e n t u r e   D r a m a   R o m a n c e
Desert Winds,395,adamant heathergraham jessicahamilton jackkehler michaela.nickles D r a m a   F a n t a s y   R o m a n c e
Fall Time,396,stevealden davidarquette stephenbaldwin jonahblechman paulwarner D r a m a
Frank and Ollie,398,frankthomas olliejohnston sylviaroemer johncanemaker theodorethomas D o c u m e n t a r y
Girl in the Cadillac,399,erikaeleniak williammcnamara michaellerner budcort lucasplatt D r a m a
Homage,400,blythedanner frankwhaley sheryllee dannynucci rosskaganmarks D r a m a
Mirage,401,adrianaugarte chinodarín javiergutiérrez álvaromorte oriolpaulo A c t i o n   T h r i l l e r
Mirage,401,adrianaugarte chinodarín javiergutiérrez álvaromorte oriolpaulo A c t i o n   T h r i l l e r
